LoanID;Title;Genre;Category;Publisher;Author;NumberOfPages;OnLoan;Stock;Language;YearOfPublication
LOAN_000000000002273;Seçme Öyküler;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Thomas Mann;;0;0;Türkçe;45586,54672
LOAN_000000000002274;Seçme ?iirler;Roman;?iir;Ketebe Yay?nlar?;Orhan Veli;;0;0;Türkçe;44523,54404
LOAN_000000000002275;Seçme ?iirler;Roman;?iir;Ketebe Yay?nlar?;Osman Türkay;;0;0;Türkçe;45586,54699
LOAN_000000000002276;Seçme ?iirler / Orhan Veli Kan?k;Roman;?iir;Tedev Yay?nlar?;Orhan Veli Kan?k;;0;0;Türkçe;45586,54699
LOAN_000000000002277;Seçme Ve Aforizmalar;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Franc?s Bacon;;0;0;Türkçe;45586,54699
LOAN_000000000002278;Seçmeler;Roman;?iir;Ketebe Yay?nlar?;Ahmet Rasim;;0;0;Türkçe;44900,51741
LOAN_000000000002279;Seçmeler;Roman;?iir;Ketebe Yay?nlar?;Tar?k Bu?ra;;0;0;Türkçe;44526,49738
LOAN_000000000002280;Seçmeler;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Falih R?fk? Atay;;0;0;Türkçe;44526,4478
LOAN_000000000002281;Seçmeler;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ahmet Hamdi Tanp?nar;;0;0;Türkçe;44526,54433
LOAN_000000000002282;Seçmeler;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Re?at Nuri Güntekin;;0;0;Türkçe;44526,45238
LOAN_000000000002283;Seçmeler;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Halide Edib Ad?var;;0;0;Türkçe;44526,44815
LOAN_000000000002284;Seçmeler;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Muallim Naci;;0;0;Türkçe;44525,44279
LOAN_000000000002285;Seçmeler;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Tevfik Fikret;;0;0;Türkçe;44524,38432
LOAN_000000000002286;Seçmeler;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ahmet Ha?im;;0;0;Türkçe;45586,54675
LOAN_000000000002287;Seçmeler;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ahmet Cevdet Pa?a;;0;0;Türkçe;45586,54675
LOAN_000000000002288;Seçmeler;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ziya Gökalp;;0;0;Türkçe;45586,54675
LOAN_000000000002289;Seçmeler;Roman;?iir;Ketebe Yay?nlar?;Mehmet Akif Ersoy;;0;0;Türkçe;45586,54675
LOAN_000000000002290;Sefahat;Roman;?iir;Ketebe Yay?nlar?;Mehmet Akif Ersoy;;0;0;Türkçe;45586,54683
LOAN_000000000002291;Sefile;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Halid Ziya U?akl?gil;;0;0;Türkçe;44526,37014
LOAN_000000000002292;Sefiller;Roman;Frans?z Edebiyat?;Ketebe Yay?nlar?;Victor Hugo;;0;0;Türkçe;44526,57644
LOAN_000000000002293;Sefiller  2;Roman;Frans?z Edebiyat?;?leti?im;Victor Hugo;;0;0;Türkçe;44526,52598
LOAN_000000000002294;Sefiller 1;Roman;Frans?z Edebiyat?;Alt?n Kalem Klasik Romanlar;Victor Hugo;632;0;0;Türkçe;45184,51859
LOAN_000000000002295;Sefiller I?;Roman;Frans?z Edebiyat?;Ketebe Yay?nlar?;V. Hugo;;0;0;Türkçe;45562,48716
LOAN_000000000002296;Sehirde Bir Çocuk Sevdin Yine;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Cezmi Ersöz;;0;0;Türkçe;45184,58882
LOAN_000000000002297;Selahaddin;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Ali Emre;508;0;0;Türkçe;44526,38519
LOAN_000000000002298;Selahaddin Eyyübi;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Yavuz Bahad?ro?lu;189;0;0;Türkçe;44525,33578
LOAN_000000000002299;Selanik'Te Sonbahar;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Tuna Kiremitçi;;0;0;Türkçe;44526,39494
LOAN_000000000002300;Selçuklu Sultanlar?;Roman;Tarih ve Co?rafya;Yeditepe Yay?nlar?;Ayd?n Usta;272;0;0;Türkçe;44529,38561
LOAN_000000000002301;Selvi Boylu Al Yazmal?m;Roman;Türk Edebiyat?;Cem Yay?nevi;Cengiz Aytmatov;140;0;0;Türkçe;44529,35747
LOAN_000000000002302;Selvi Boylum Al Yazmal?m;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Cengiz Ayrmatov;;0;0;Türkçe;44526,33123
LOAN_000000000002303;Selvin Boylum Al Yazmal?m;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Cengiz Aytmatov;;0;0;Türkçe;44526,4366
LOAN_000000000002304;Semaver;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Sait Faik Abas?yan?k;;0;0;Türkçe;45586,54685
LOAN_000000000002305;Semaver Satranç ?ahmerdan Lüzumsuz Adam;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Sait Faik Abas?yan?k;;0;0;Türkçe;45184,53903
LOAN_000000000002306;Sen An At?n Kemer;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ali Kemal;;0;0;Türkçe;45562,553
LOAN_000000000002307;Sen Gelince;Roman;?iir;Ketebe Yay?nlar?;Seher Dogan;;0;0;Türkçe;44900,43147
LOAN_000000000002308;Sen Gittin Gideli;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Elena Ferrante;;0;0;Türkçe;44901,48512
LOAN_000000000002309;Sen Yapabilirsin;Roman;Dünya Edebiyat?;Sola Unitas Yay?nlar?;Robyn R. Jackson;;0;0;Türkçe;44900,48608
LOAN_000000000002310;Senden Sonra Ben;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Jojo Moyes;;0;0;Türkçe;45429,46551
LOAN_000000000002311;Senden Sonra Ben;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Jojo Moyess;450;0;0;Türkçe;45562,40844
LOAN_000000000002312;Senden Sonra Ben;Roman;Dünya Edebiyat?;Pegasus Yay?nlar?;Jojo Moyes;;0;0;Türkçe;45280,77266
LOAN_000000000002313;Seni Hat?rlatan Y?ld?zlar;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Onur Caymaz;;0;0;Türkçe;45026,4356
LOAN_000000000002314;Seni Ne ?htiyarlatt??;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Abdullah Harmanc?;;0;0;Türkçe;44900,56153
LOAN_000000000002315;Seni Sevmiyorum;Roman;?iir;Kanes Yay?nlar?;Kemal Yara?;;0;0;;45042,43912
LOAN_000000000002316;Senin Göz Ya?lar?n Benim K?yametimdir;Roman;?iir;Ketebe Yay?nlar?;Burhan Duran;;0;0;Türkçe;45054,3876
LOAN_000000000002317;Senin Hikayen;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Fatma Barbaroso?lu;;0;0;Türkçe;45567,43221
LOAN_000000000002318;Senin Hikayen;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Fatma Barbaroso?lu;;0;0;Türkçe;45566,4098
LOAN_000000000002319;Senin Olan Sana Gelir Bir Bilgenin Hikayeleri;Roman;Türk Edebiyat?;Yitik Ülke Yay?nlar?;Mert Çuhardaro?lu;119;0;0;Turkish;44900,51039
LOAN_000000000002320;Senin Olan Sana Gelir Bir Bilgenin Hikayeleri;Roman;Türk Edebiyat?;Yitik Ülke Yay?nlar?;Mert Çuhadaro?lu;119;0;0;Turkish;45562,4974
LOAN_000000000002321;Sense And Sens?b?l?ty;Roman;Dil ve Dil Bilimi;Ketebe Yay?nlar?;Jane Austen;;0;0;Türkçe;45567,30781
LOAN_000000000002322;Sensizlik Bekçisi;Roman;?iir;Ketebe Yay?nlar?;Yüksel Aytu?;;0;0;Türkçe;45567,30782
LOAN_000000000002323;Sensizlik Bekçisi;Roman;?iir;Ca?ao?lu Yay?nevi;Yüksel Aytu?;64;0;0;Türkçe;45042,44833
LOAN_000000000002324;Sensizlik Gitsin Sen Gel;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Hatice Kübra ?pek;164;0;0;Türkçe;45562,43735
LOAN_000000000002325;Serbest Piyasa Feminizmi;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;David Conway;;0;0;Türkçe;44525,39385
LOAN_000000000002326;Serçeku?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Cahit Zarifo?lu;;0;0;Türkçe;44525,53579
LOAN_000000000002327;Serçe?me;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ozan Gezgin;;0;0;Türkçe;45568,27597
LOAN_000000000002328;Serdar Ba?kan ?le Bilim Makinesi;Roman;Do?a Bilimleri ve Matematik;Ketebe Yay?nlar?;Serdar Ba?kan;;0;0;Türkçe;44526,52847
LOAN_000000000002329;Serenad;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Zülfü Livaneli;;0;0;Türkçe;44901,4333
LOAN_000000000002330;Sergi Baba Ve ?ki Hafif Süvari;Roman;Rus Edebiyat?;Ketebe Yay?nlar?;Lev Tolstoy;;0;0;Türkçe;44523,41078
LOAN_000000000002331;Sergüze?t;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Samipa?azade Sezai;;0;0;Türkçe;44901,3877
LOAN_000000000002332;Sergüze?t;Roman;Türk Edebiyat?;?ule;Sami Pa?azade Sezai;118;0;0;Türkçe;44901,37509
LOAN_000000000002333;Sergüze?t;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Sezai Samipa?azade Sezai;;0;0;Türkçe;44526,43417
LOAN_000000000002334;Ses Mimarlar?m?zdan;Roman;?iir;Türk Edebiyat? Vakf? Yay?nlar?;Mustafa Necati Karaer;46;0;0;Türkçe;44901,40608
LOAN_000000000002335;Sesler Adac???;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Steveson;;0;0;Türkçe;44901,44176
LOAN_000000000002336;Sesler Adac???;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Jorge Luis Borges;;0;0;Türkçe;44900,46878
LOAN_000000000002337;Sessiz Ricat;Roman;Türk Edebiyat?;Aras Yay?nc?l?k;?ahan ?ahnur;246;0;0;Türkçe;44900,45079
LOAN_000000000002338;Sessizli?imle Dans;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Mirza Tazegül;;0;0;Türkçe;45342,40692
LOAN_000000000002339;Sessizli?in ?lk Sesi;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Adalet A?ao?lu;;0;0;Türkçe;44525,37286
LOAN_000000000002340;Sevda Geri Dön;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Dr. Sevim As?mgil;;0;0;Türkçe;44526,47385
LOAN_000000000002341;Sevda Nöbeti;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Köksal Cengiz;;0;0;Türkçe;45342,3823
LOAN_000000000002342;Sevdalinka;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Ay?e Kulin;;0;0;Türkçe;44525,3745
LOAN_000000000002343;Sevgi Ve A?k Ça?layan?;Roman;?iir;Ketebe Yay?nlar?;Yunus Emre;;0;0;Türkçe;44525,38291
LOAN_000000000002344;Sevgili Ars?z Ölüm;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Latife Tekin;;0;0;Türkçe;44526,32972
LOAN_000000000002345;Sevgili Mathilda,?nsan?n Yürümesini Dört Gözle Bekliyorum;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Susanna Tamaro;;0;0;Türkçe;44900,56006
LOAN_000000000002346;Sevgililerde;Roman;?iir;Ketebe Yay?nlar?;Behçet Necatigil;;0;0;Türkçe;45586,54682
LOAN_000000000002347;Sevginin Halleri;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Stephenie Doweick;;0;0;Türkçe;44526,33238
LOAN_000000000002348;Seviye On Ölüme Be? Kala;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Aziz Nesin;;0;0;Türkçe;44529,35568
LOAN_000000000002349;Seviye On Ölüme Be? Kala / Kendini Yakalamak;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Aziz Nesin;;0;0;Türkçe;44529,36891
LOAN_000000000002350;Sevme Sanat?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Erich Fromm;;0;0;Türkçe;45328,66929
LOAN_000000000002351;Sevmeye Kendinden Ba?la;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Ilse Sand;;0;0;Türkçe;45363,86244
LOAN_000000000002352;Seyahatname;Roman;Türk Edebiyat?;Tedev Yay?nlar?;Evliya Çelebi;104;0;0;Türkçe;45280,78104
LOAN_000000000002353;Seyahatname;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Evliya Çelebi;;0;0;Türkçe;44901,51108
LOAN_000000000002354;Sezai Karakoç'Ta Varl??a Bak??;Roman;Türk Edebiyat?;Muhit Kitap;Mehmet Özger;139;0;0;Türkçe;44525,50394
LOAN_000000000002355;Sezai Karakoçun ?zini Sürmek;Roman;Türk Edebiyat?;Muhit;Turan Karata?;141;0;0;Türkçe;45567,36244
LOAN_000000000002356;Sezar Ve Kleopatra;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;George Bernard Shaw;;0;0;Türkçe;44526,46028
LOAN_000000000002357;Sezar Ve Kleopatra;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Shaw;;0;0;Türkçe;45573,31074
LOAN_000000000002358;Sherlock Holmes Alt?n Kelebek;Roman;?ngiliz Edebiyat?;Ketebe Yay?nlar?;S?r Arthur Conan Doyle;;0;0;Türkçe;45567,42725
LOAN_000000000002359;Sherlock Holmes'Un Gölgeleri;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Sherlock Holmes;;0;0;Türkçe;44900,55245
LOAN_000000000002360;S?cak Su Kazanlar?;Roman;Do?a Bilimleri ve Matematik;Ketebe Yay?nlar?;Yalç?n Uralcan;;0;0;Türkçe;45562,29017
LOAN_000000000002361;S?k? Adamlar;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Saadettin Acar;92;0;0;;44525,42413
LOAN_000000000002362;S?laya Dönü?;Roman;?iir;Ca?ao?lu Yay?nevi;Hidayet Gedik;;0;0;Türkçe;44526,42795
LOAN_000000000002363;S?n?f;Roman;Türk Edebiyat?;Gülhane;R?fat Ilgaz;;0;0;Türkçe;44526,51264
LOAN_000000000002364;S?n?f;Roman;Türk Edebiyat?;Ca?ao?lu Yay?nevi;R?fat Il?gaz;;0;0;Türkçe;45586,54688
LOAN_000000000002365;S?n?ftan Yükselen Sesler;Roman;Dünya Edebiyat?;Gülhane;Rob Buyea;;0;0;Türkçe;45586,54688
LOAN_000000000002366;S?r Gawa?n Ve Ye?il ?ovalye;Roman;Türk Edebiyat?;Gülhane;Ay?e Cebesoy;;0;0;Türkçe;45586,54688
LOAN_000000000002367;S?r Gawa?n Ve Ye?il ?övalye;Roman;Dünya Edebiyat?;Ca?ao?lu Yay?nevi;Dünya Klasikleri;;0;0;Türkçe;45569,55645
LOAN_000000000002368;S?rbistan Üzerinde Beyaz Kartallar;Roman;Dünya Edebiyat?;Gülhane;Lawrence Durrell;;0;0;Türkçe;44529,43347
LOAN_000000000002369;S?rbistan Üzerinde Beyaz Kartallar;Roman;Dünya Edebiyat?;Ca?ao?lu Yay?nevi;Lawrence Durrel;;0;0;Türkçe;44900,53863
LOAN_000000000002370;S?rça Kö?k;Roman;Türk Edebiyat?;Gülhane;Sabahattin Ali;;0;0;Türkçe;44526,3522
LOAN_000000000002371;Sicilya Paris Newyork;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Eveyn Anthony;;0;0;Türkçe;44524,58505
LOAN_000000000002372;Sihirbaz?n Tuza??;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Dav?d Edd?ngs;;0;0;Türkçe;45342,39194
LOAN_000000000002373;Sil Ba?tan;Roman;Dünya Edebiyat?;Koridor;Ken Gr?mwood;361;0;0;Türkçe;45027,39556
LOAN_000000000002374;Simbulakra;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Phl?p K. D?ck;;0;0;Türkçe;44901,50683
LOAN_000000000002375;Simyac?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Paulo Coelho;;0;0;Türkçe;44524,56457
LOAN_000000000002376;Sinaman?n Özü K?sa Film;Roman;Türk Edebiyat?;Yitik Ülke Yay?nlar?;Sema Sener;;0;0;Türkçe;45054,40873
LOAN_000000000002377;Sinedeki Cevher;Roman;Din ve Mitoloji;Gülhane;Kamil Çak?r;;0;0;Türkçe;45568,55574
LOAN_000000000002378;Sinekler Diyar?;Roman;Dünya Edebiyat?;Gülhane;David Arnold;;0;0;Türkçe;45573,48132
LOAN_000000000002379;Sineklerin Tanr?s?;Roman;Dünya Edebiyat?;Gülhane;W?ll?am Gold?ng;261;0;0;Türkçe;45188,40297
LOAN_000000000002380;Sinekli Bakkal;Roman;Türk Edebiyat?;Gülhane;Halide Edib Ad?var;;0;0;Türkçe;45586,54686
LOAN_000000000002381;Sinema Senaryolar? Nas?l Yaz?l?r?;Roman;Sanat;Gülhane;Sema Fener;232;0;0;Türkçe;44526,4519
LOAN_000000000002382;Sinema Televizyon Video Terimleri Sözlü?ü;Roman;Türk Edebiyat?;Gülhane;Sema Fener;;0;0;Türkçe;45280,77735
LOAN_000000000002383;Sis 1;Roman;Dünya Edebiyat?;Gülhane;Stephen K?ng;;0;0;Türkçe;44901,51843
LOAN_000000000002384;Sitem;Roman;Türk Edebiyat?;Gülhane;Ahmed Günbay Y?ld?z;;0;0;Türkçe;45586,54703
LOAN_000000000002385;Sivas Kongresi;Roman;Tarih ve Co?rafya;Gülhane;Kemal Ar?burnu;;0;0;Türkçe;45586,547
LOAN_000000000002386;Siyah Kar;Roman;Dünya Edebiyat?;Gülhane;Juliette Sobanet;;0;0;Türkçe;45586,54679
LOAN_000000000002387;Siyah Kehribar;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Tar?k Bu?ra;;0;0;Türkçe;44525,52344
LOAN_000000000002388;Siyah Lale;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Alexandre Dumas;;0;0;Türkçe;44901,3803
LOAN_000000000002389;Siyah Pelerinli Adam;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Necip Faz?l K?sakürek;;0;0;Türkçe;45026,32888
LOAN_000000000002390;Siyah Pelerinli Adam;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Necip Faz?l;94;0;0;Türkçe;45586,54703
LOAN_000000000002391;Siyasi Hat?ralar;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Rauf Orbay;;0;0;Türkçe;45586,54703
LOAN_000000000002392;Siyasive Kültürel Osmanl? Tarihi;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Veli ?irin;;0;0;Türkçe;45586,54703
LOAN_000000000002393;Siyer-? Nebi;Roman;Din ve Mitoloji;Ketebe Yay?nlar?;Prof.Dr. ?erafettin Kalay;;0;0;Türkçe;44526,57988
LOAN_000000000002394;Siyün Bike;Roman;Türk Edebiyat?;Tedev Yay?nlar?;Hikmet Do?an;382;0;0;Türkçe;44524,63446
LOAN_000000000002395;Siz Rahat Ya?ayas?n?z Diye;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Yusf At?lgan;;0;0;Türkçe;44524,59057
LOAN_000000000002396;Sizin Ömrünüz Kaç Saniye;Roman;Din ve Mitoloji;Türkiye Diyanet Vafk? Yay?nlar?;Dursun Ali Tökel;143;0;0;Türkçe;44529,39862
LOAN_000000000002397;Sizin Ömrünüz Kaç Saniye;Roman;Din ve Mitoloji;Ketebe Yay?nlar?;Dursun Ali Tökel;;0;0;Türkçe;44901,47241
LOAN_000000000002398;Sizinkiler Define Pe?inde;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Salih Memecan;;0;0;Türkçe;45434,50894
LOAN_000000000002399;Sofra S?rlar?;Roman;Ortado?u (Yak?ndo?u);Ca?ao?lu Yay?nevi;Kahraman Yusufo?lu;;0;0;Türkçe;44526,34043
LOAN_000000000002400;So?an Öldü;Roman;Türk Edebiyat?;Yitik Ülke Yay?nlar?;Sunar Kural Aytuna;223;0;0;Türkçe;44524,59399
LOAN_000000000002401;So?uk I??kla Randevu;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Dean R. Koontz;;0;0;Türkçe;45586,54676
LOAN_000000000002402;So?uk Kahve;Roman;Ki?isel geli?im;Ketebe Yay?nlar?;Ahmet Batman;;0;0;Türkçe;45562,39076
LOAN_000000000002403;So?uk Rüya;Roman;Türk Edebiyat?;Bengü Yay?nlar?;?mdat Av?ar;;0;0;Türkçe;44529,41016
LOAN_000000000002404;So?uk Yan?k;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Max Allan Coll?ns;;0;0;Türkçe;45562,37786
LOAN_000000000002405;So?uk Yazg?;Roman;?iir;Yitik Ülke Yay?nlar?;Kadir Aydemir;;0;0;Türkçe;44900,4245
LOAN_000000000002406;Sokaklardan Bir Ali;Roman;Türk Edebiyat?;7 Harf Yay?nlar?;Canan Tan;;0;0;Türkçe;45562,38668
LOAN_000000000002407;Sokakta;Roman;Türk Edebiyat?;7 Harf Yay?nlar?;Bahaeddin Özki?i;;0;0;Türkçe;45363,88366
LOAN_000000000002408;Sokrates ?n Savunmas?;Roman;Felsefe ve Psikoloji;7 Harf Yay?nlar?;Platon;;0;0;Türkçe;44524,46317
LOAN_000000000002409;Sokratesin Savunmas?;Roman;Felsefe ve Psikoloji;Tedev Yay?nlar?;Platon;48;0;0;Türkçe;45586,54675
LOAN_000000000002410;Sokratesin Savunmas?;Roman;Felsefe ve Psikoloji;Ketebe Yay?nlar?;Plato;;0;0;Türkçe;45586,54675
LOAN_000000000002411;Sokratses'?n Kar?s?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Gerald Messadie;;0;0;Türkçe;45586,54675
LOAN_000000000002412;Sol Aya??m;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Christy Brown;;0;0;Türkçe;45586,54675
LOAN_000000000002413;Soluklar;Roman;?iir;Ketebe Yay?nlar?;Mehmet Erdo?an;;0;0;Türkçe;45586,54675
LOAN_000000000002414;Son;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ay?e Kulin;;0;0;Türkçe;45586,54675
LOAN_000000000002415;Son Ada;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Zülfü Livaneli;;0;0;Türkçe;45586,54675
LOAN_000000000002416;Son Ada'N?n Çocuklar?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Zülfü Livaneli;;0;0;Türkçe;45586,54675
LOAN_000000000002417;Son Cüret;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Y?lmaz Özdil;;0;0;Türkçe;45586,54675
LOAN_000000000002418;Son Dünya Düzeni;Roman;Tarih ve Co?rafya;Yeditepe Yay?nlar?;Erhan Afyoncu;296;0;0;Türkçe;45566,34031
LOAN_000000000002419;Son Ku?lar;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Sait Faik Abas? Yan?k;;0;0;Türkçe;44529,45463
LOAN_000000000002420;Son Ku?lar;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Sait Faik Abas?yan?k;;0;0;Türkçe;45363,84674
LOAN_000000000002421;Son Sava?taki Di?er Yar?m;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;Hope Ramsay;;0;0;Türkçe;45328,64935
LOAN_000000000002422;Son ?ans'A Ho? Geldiniz;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;Hope Ramsay;;0;0;Türkçe;44526,50404
LOAN_000000000002423;Son ?ans'Taki Di?er Yar?m;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;Hope Ramsay;;0;0;Türkçe;44901,51459
LOAN_000000000002424;Son Yaprak;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;O. Henry;;0;0;Türkçe;44900,43288
LOAN_000000000002425;Soneler;Roman;?iir;Yeditepe Yay?nlar?;William Shakespeare;;0;0;Türkçe;45026,43602
LOAN_000000000002426;Sonsuz Dans;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Nazire Kutsal;;0;0;Türkçe;44900,50332
LOAN_000000000002427;Sonsuza Uzanan Köprü;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;Richerd Bach;;0;0;Türkçe;45586,54699
LOAN_000000000002428;Sonsuza Yolculuk;Roman;Ortado?u (Yak?ndo?u);Yeditepe Yay?nlar?;Ali Güler;;0;0;Türkçe;44526,56226
LOAN_000000000002429;Sonuncu Sonbahar;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;P?nar Kür;;0;0;Türkçe;45573,52912
LOAN_000000000002430;Sorun Bende De?il,Sende;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;Pink Freud;353;0;0;Türkçe;44529,4814
LOAN_000000000002431;Sosyal Ve Kültürel De?i?me;Roman;Do?a Bilimleri ve Matematik;Yeditepe Yay?nlar?;Mahmut Tezcan;;0;0;Türkçe;44526,51216
LOAN_000000000002432;Sosyalizmin Alfabesi;Roman;Felsefe ve Psikoloji;Yeditepe Yay?nlar?;Leo Huberman;;0;0;Türkçe;45586,54686
LOAN_000000000002433;Sosyoloji;Roman;Do?a Bilimleri ve Matematik;Yeditepe Yay?nlar?;Anthony G?ddens;;0;0;Türkçe;44525,5161
LOAN_000000000002434;Soylu Ve Onurlu;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;Danielle Steel;;0;0;Türkçe;45567,44154
LOAN_000000000002435;Sö?üt A?ac?;Roman;?iir;7 Harf Yay?nlar?;Hidayet Gedik;;0;0;Türkçe;45567,39499
LOAN_000000000002436;Sömürülen Atatürk Ve Atatürkçülük;Roman;Ortado?u (Yak?ndo?u);Ketebe Yay?nlar?;As?m Aslan;;0;0;Türkçe;45586,5467
LOAN_000000000002437;Sönen I??k;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;R. K?pl?ng;;0;0;Türkçe;44523,41211
LOAN_000000000002438;Söylev - Nutuk 1;Roman;Ortado?u (Yak?ndo?u);Yeditepe Yay?nlar?;Mustafa Kemal Atatürk;;0;0;Türkçe;45586,54699
LOAN_000000000002439;Söylev - Nutuk 2;Roman;Ortado?u (Yak?ndo?u);Yeditepe Yay?nlar?;Mustafa Kemal Atatürk;;0;0;Türkçe;44900,51971
LOAN_000000000002440;Söz Konuklar?;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Mehmet Tanju Akerman;;0;0;Türkçe;45342,41558
LOAN_000000000002441;Söz Mühendisi;Roman;Türk Edebiyat?;Olimpos;Hasap Çep;182;0;0;Türkçe;44524,53601
LOAN_000000000002442;Söz Mülkünün Sultan? Baki;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Muhsin Macit;;0;0;Türkçe;45586,54675
LOAN_000000000002443;Sözcükler ?çin Sava?;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Celal Fedai;;0;0;Türkçe;45586,54675
LOAN_000000000002444;Sözcüklerle Dans 16. ?iir Festivali;Roman;?iir;Ketebe Yay?nlar?;Terakki Vakf? Okullar?;;0;0;Türkçe;45586,54675
LOAN_000000000002445;Sözde K?zlar;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Peyami Safa;;0;0;Türkçe;45586,54675
LOAN_000000000002446;Sözlü/Yaz?l?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ferit Edgü;;0;0;Türkçe;45586,54697
